review_profilename_index,recommendations
4817,"[Row(beer_beerid=65602, rating=5.682796001434326), Row(beer_beerid=66415, rating=5.53873348236084)]"
4827,"[Row(beer_beerid=42941, rating=4.667430400848389), Row(beer_beerid=51494, rating=4.665006160736084)]"
4833,"[Row(beer_beerid=73262, rating=5.051997184753418), Row(beer_beerid=74086, rating=5.033775329589844)]"
4834,"[Row(beer_beerid=42941, rating=4.8156962394714355), Row(beer_beerid=57334, rating=4.804892539978027)]"
4835,"[Row(beer_beerid=1270, rating=5.681187629699707), Row(beer_beerid=65602, rating=5.558202266693115)]"
4836,"[Row(beer_beerid=73262, rating=4.868105888366699), Row(beer_beerid=20507, rating=4.865680694580078)]"
4850,"[Row(beer_beerid=12413, rating=5.4449992179870605), Row(beer_beerid=8176, rating=5.4449992179870605)]"
4853,"[Row(beer_beerid=60009, rating=5.538533687591553), Row(beer_beerid=52862, rating=5.2282562255859375)]"
4854,"[Row(beer_beerid=65602, rating=5.065317153930664), Row(beer_beerid=55192, rating=5.063252925872803)]"
4856,"[Row(beer_beerid=76115, rating=5.119714260101318), Row(beer_beerid=53731, rating=5.119714260101318)]"
4860,"[Row(beer_beerid=76115, rating=5.147820949554443), Row(beer_beerid=53731, rating=5.147820949554443)]"
4861,"[Row(beer_beerid=73262, rating=4.887347221374512), Row(beer_beerid=52862, rating=4.882861137390137)]"
4863,"[Row(beer_beerid=51494, rating=4.929017066955566), Row(beer_beerid=35361, rating=4.881878852844238)]"
4868,"[Row(beer_beerid=51494, rating=5.065778732299805), Row(beer_beerid=76115, rating=5.028876304626465)]"
4871,"[Row(beer_beerid=51494, rating=6.053802967071533), Row(beer_beerid=35361, rating=5.9948225021362305)]"
4872,"[Row(beer_beerid=51494, rating=5.573306083679199), Row(beer_beerid=57535, rating=5.467862129211426)]"
4883,"[Row(beer_beerid=52862, rating=6.115838050842285), Row(beer_beerid=73262, rating=5.074800968170166)]"
4886,"[Row(beer_beerid=65602, rating=6.562592506408691), Row(beer_beerid=66415, rating=6.446478366851807)]"
4895,"[Row(beer_beerid=25702, rating=4.706342697143555), Row(beer_beerid=35361, rating=4.7051167488098145)]"
4901,"[Row(beer_beerid=51494, rating=5.238598823547363), Row(beer_beerid=42941, rating=5.21636438369751)]"
4903,"[Row(beer_beerid=64019, rating=5.3843865394592285), Row(beer_beerid=38372, rating=5.290956974029541)]"
4904,"[Row(beer_beerid=51494, rating=4.809579372406006), Row(beer_beerid=52862, rating=4.791378498077393)]"
4906,"[Row(beer_beerid=51494, rating=5.239267349243164), Row(beer_beerid=45680, rating=5.159104347229004)]"
4911,"[Row(beer_beerid=52862, rating=5.2964863777160645), Row(beer_beerid=58844, rating=5.290140151977539)]"
4920,"[Row(beer_beerid=52862, rating=5.112337112426758), Row(beer_beerid=58479, rating=4.877128601074219)]"
4922,"[Row(beer_beerid=58479, rating=4.96152400970459), Row(beer_beerid=57390, rating=4.96152400970459)]"
4934,"[Row(beer_beerid=52862, rating=5.414518356323242), Row(beer_beerid=62709, rating=5.144589424133301)]"
4941,"[Row(beer_beerid=51494, rating=5.0806355476379395), Row(beer_beerid=42941, rating=5.080606937408447)]"
4942,"[Row(beer_beerid=51494, rating=5.029787540435791), Row(beer_beerid=42941, rating=4.999354839324951)]"
4949,"[Row(beer_beerid=42941, rating=4.850457191467285), Row(beer_beerid=51494, rating=4.826560974121094)]"
4953,"[Row(beer_beerid=51494, rating=5.5398945808410645), Row(beer_beerid=35361, rating=5.321995735168457)]"
4954,"[Row(beer_beerid=66841, rating=5.033324718475342), Row(beer_beerid=67231, rating=5.029028415679932)]"
4955,"[Row(beer_beerid=51494, rating=5.63696813583374), Row(beer_beerid=35361, rating=5.6170196533203125)]"
4960,"[Row(beer_beerid=73262, rating=5.640249252319336), Row(beer_beerid=52862, rating=5.572956085205078)]"
4963,"[Row(beer_beerid=42941, rating=4.726656913757324), Row(beer_beerid=51494, rating=4.717341423034668)]"
4971,"[Row(beer_beerid=42941, rating=5.042456150054932), Row(beer_beerid=51494, rating=5.040834903717041)]"
4974,"[Row(beer_beerid=58479, rating=5.0950398445129395), Row(beer_beerid=57390, rating=5.0950398445129395)]"
4975,"[Row(beer_beerid=1270, rating=5.572303771972656), Row(beer_beerid=44671, rating=5.27125358581543)]"
4978,"[Row(beer_beerid=42941, rating=4.955434322357178), Row(beer_beerid=67231, rating=4.937406063079834)]"
4980,"[Row(beer_beerid=42941, rating=5.174788951873779), Row(beer_beerid=45400, rating=5.158772945404053)]"
4982,"[Row(beer_beerid=51494, rating=5.336825847625732), Row(beer_beerid=35361, rating=5.2714996337890625)]"
4984,"[Row(beer_beerid=52862, rating=4.9355788230896), Row(beer_beerid=43368, rating=4.8091020584106445)]"
4985,"[Row(beer_beerid=51494, rating=5.484487056732178), Row(beer_beerid=35361, rating=5.421934127807617)]"
4986,"[Row(beer_beerid=51494, rating=5.211004257202148), Row(beer_beerid=64744, rating=5.195311069488525)]"
4988,"[Row(beer_beerid=51494, rating=5.1057209968566895), Row(beer_beerid=42941, rating=5.041165828704834)]"
4990,"[Row(beer_beerid=52862, rating=5.315442085266113), Row(beer_beerid=58479, rating=5.222568511962891)]"
4996,"[Row(beer_beerid=51494, rating=5.243870735168457), Row(beer_beerid=35361, rating=5.184915065765381)]"
5002,"[Row(beer_beerid=51494, rating=5.220012187957764), Row(beer_beerid=35361, rating=5.20630407333374)]"
5005,"[Row(beer_beerid=35361, rating=4.781618595123291), Row(beer_beerid=51494, rating=4.750044345855713)]"
5009,"[Row(beer_beerid=35361, rating=5.0917134284973145), Row(beer_beerid=51494, rating=5.04058313369751)]"
5011,"[Row(beer_beerid=51494, rating=4.866441249847412), Row(beer_beerid=35361, rating=4.83858585357666)]"
5012,"[Row(beer_beerid=52862, rating=5.404433250427246), Row(beer_beerid=42941, rating=5.360712051391602)]"
5017,"[Row(beer_beerid=51494, rating=4.9651899337768555), Row(beer_beerid=42941, rating=4.959207057952881)]"
5019,"[Row(beer_beerid=62900, rating=4.691030979156494), Row(beer_beerid=51494, rating=4.638569355010986)]"
5021,"[Row(beer_beerid=35361, rating=5.162269115447998), Row(beer_beerid=42941, rating=5.155804634094238)]"
5026,"[Row(beer_beerid=35361, rating=5.421262264251709), Row(beer_beerid=51494, rating=5.397205829620361)]"
5034,"[Row(beer_beerid=39373, rating=6.349615097045898), Row(beer_beerid=70645, rating=5.9237589836120605)]"
5041,"[Row(beer_beerid=52862, rating=5.487040996551514), Row(beer_beerid=73262, rating=4.9245758056640625)]"
5046,"[Row(beer_beerid=65602, rating=5.155416011810303), Row(beer_beerid=66415, rating=5.003124237060547)]"
5051,"[Row(beer_beerid=51494, rating=5.157164096832275), Row(beer_beerid=35361, rating=5.120617389678955)]"
5060,"[Row(beer_beerid=45680, rating=4.530702114105225), Row(beer_beerid=42941, rating=4.5065741539001465)]"
5068,"[Row(beer_beerid=52862, rating=5.323977470397949), Row(beer_beerid=39373, rating=5.0594282150268555)]"
5070,"[Row(beer_beerid=62900, rating=5.026819705963135), Row(beer_beerid=42941, rating=5.016226768493652)]"
5073,"[Row(beer_beerid=51494, rating=4.999492645263672), Row(beer_beerid=13222, rating=4.797043800354004)]"
5078,"[Row(beer_beerid=51494, rating=5.464816570281982), Row(beer_beerid=65602, rating=5.3523125648498535)]"
5079,"[Row(beer_beerid=52862, rating=5.007309436798096), Row(beer_beerid=54147, rating=4.951223373413086)]"
5081,"[Row(beer_beerid=38884, rating=5.437678813934326), Row(beer_beerid=44671, rating=5.407905101776123)]"
5083,"[Row(beer_beerid=51494, rating=4.926080703735352), Row(beer_beerid=1270, rating=4.913747310638428)]"
5091,"[Row(beer_beerid=73262, rating=5.476948261260986), Row(beer_beerid=52862, rating=5.3695549964904785)]"
5098,"[Row(beer_beerid=51494, rating=4.979200839996338), Row(beer_beerid=35361, rating=4.929854393005371)]"
5104,"[Row(beer_beerid=25702, rating=5.075087070465088), Row(beer_beerid=35361, rating=5.030560493469238)]"
5107,"[Row(beer_beerid=51494, rating=5.016520023345947), Row(beer_beerid=42941, rating=4.9573869705200195)]"
5115,"[Row(beer_beerid=73262, rating=4.878893852233887), Row(beer_beerid=55042, rating=4.6699042320251465)]"
5116,"[Row(beer_beerid=67231, rating=5.097637176513672), Row(beer_beerid=66841, rating=5.068450927734375)]"
5118,"[Row(beer_beerid=42941, rating=5.135469913482666), Row(beer_beerid=51494, rating=5.101332187652588)]"
5125,"[Row(beer_beerid=51494, rating=5.263169288635254), Row(beer_beerid=42941, rating=5.019211769104004)]"
5133,"[Row(beer_beerid=65602, rating=4.940958023071289), Row(beer_beerid=58479, rating=4.836322784423828)]"
5134,"[Row(beer_beerid=51494, rating=4.976766586303711), Row(beer_beerid=42941, rating=4.942662715911865)]"
5135,"[Row(beer_beerid=35361, rating=5.241472244262695), Row(beer_beerid=51494, rating=5.225358963012695)]"
5139,"[Row(beer_beerid=52862, rating=5.144974231719971), Row(beer_beerid=42941, rating=5.0286993980407715)]"
5141,"[Row(beer_beerid=52862, rating=5.739959239959717), Row(beer_beerid=58479, rating=5.186071872711182)]"
5145,"[Row(beer_beerid=35361, rating=4.869274616241455), Row(beer_beerid=51494, rating=4.812337875366211)]"
5159,"[Row(beer_beerid=51494, rating=5.078939914703369), Row(beer_beerid=52862, rating=5.005362033843994)]"
5163,"[Row(beer_beerid=60009, rating=5.186327934265137), Row(beer_beerid=692, rating=5.128772258758545)]"
5164,"[Row(beer_beerid=1270, rating=5.810337543487549), Row(beer_beerid=62029, rating=5.288586139678955)]"
5168,"[Row(beer_beerid=55192, rating=4.977447032928467), Row(beer_beerid=65602, rating=4.937007427215576)]"
5169,"[Row(beer_beerid=35361, rating=4.9105730056762695), Row(beer_beerid=64744, rating=4.841580390930176)]"
5170,"[Row(beer_beerid=65602, rating=5.896272659301758), Row(beer_beerid=66415, rating=5.7773756980896)]"
5175,"[Row(beer_beerid=45840, rating=5.332833766937256), Row(beer_beerid=60009, rating=5.099953651428223)]"
5184,"[Row(beer_beerid=51494, rating=5.154970169067383), Row(beer_beerid=28603, rating=4.948535919189453)]"
5195,"[Row(beer_beerid=39373, rating=5.0584797859191895), Row(beer_beerid=51494, rating=4.886071681976318)]"
5198,"[Row(beer_beerid=55231, rating=5.840997695922852), Row(beer_beerid=62145, rating=5.80375862121582)]"
5199,"[Row(beer_beerid=65602, rating=5.14683723449707), Row(beer_beerid=66415, rating=5.034326553344727)]"
5202,"[Row(beer_beerid=1270, rating=5.360035419464111), Row(beer_beerid=55192, rating=5.345770359039307)]"
5205,"[Row(beer_beerid=45680, rating=5.1718974113464355), Row(beer_beerid=52862, rating=5.15399694442749)]"
5208,"[Row(beer_beerid=51494, rating=5.457376480102539), Row(beer_beerid=42941, rating=5.398185729980469)]"
5209,"[Row(beer_beerid=52862, rating=4.908763885498047), Row(beer_beerid=67231, rating=4.82796049118042)]"
5215,"[Row(beer_beerid=52862, rating=5.318061828613281), Row(beer_beerid=45680, rating=5.176465034484863)]"
5226,"[Row(beer_beerid=65602, rating=4.813044548034668), Row(beer_beerid=1270, rating=4.811662197113037)]"
5228,"[Row(beer_beerid=51494, rating=5.049244403839111), Row(beer_beerid=42941, rating=4.948997974395752)]"
5229,"[Row(beer_beerid=35361, rating=5.0551347732543945), Row(beer_beerid=42941, rating=4.9901533126831055)]"
5232,"[Row(beer_beerid=65602, rating=4.989986419677734), Row(beer_beerid=51494, rating=4.9062323570251465)]"
5233,"[Row(beer_beerid=52862, rating=5.011025428771973), Row(beer_beerid=42941, rating=4.9040093421936035)]"
5236,"[Row(beer_beerid=51494, rating=5.223913192749023), Row(beer_beerid=35361, rating=5.2055535316467285)]"
5239,"[Row(beer_beerid=51494, rating=4.9745283126831055), Row(beer_beerid=54147, rating=4.797361373901367)]"
5240,"[Row(beer_beerid=42941, rating=4.97552490234375), Row(beer_beerid=51494, rating=4.958724498748779)]"
5242,"[Row(beer_beerid=51494, rating=5.594512462615967), Row(beer_beerid=35361, rating=5.4907050132751465)]"
5244,"[Row(beer_beerid=58479, rating=5.255172252655029), Row(beer_beerid=57390, rating=5.255172252655029)]"
5248,"[Row(beer_beerid=73262, rating=4.8998637199401855), Row(beer_beerid=67231, rating=4.858160018920898)]"
5250,"[Row(beer_beerid=51494, rating=5.263047695159912), Row(beer_beerid=66841, rating=5.170711517333984)]"
5256,"[Row(beer_beerid=58844, rating=5.193573474884033), Row(beer_beerid=51494, rating=5.068905353546143)]"
5263,"[Row(beer_beerid=51494, rating=5.346153736114502), Row(beer_beerid=35361, rating=5.273983001708984)]"
5268,"[Row(beer_beerid=73262, rating=5.336584568023682), Row(beer_beerid=66599, rating=5.313004493713379)]"
5270,"[Row(beer_beerid=48849, rating=4.7551093101501465), Row(beer_beerid=58338, rating=4.7327070236206055)]"
5272,"[Row(beer_beerid=52862, rating=5.667200565338135), Row(beer_beerid=51494, rating=5.555917263031006)]"
5275,"[Row(beer_beerid=42941, rating=4.807032585144043), Row(beer_beerid=51494, rating=4.7799506187438965)]"
5277,"[Row(beer_beerid=51494, rating=5.06278133392334), Row(beer_beerid=35361, rating=5.002506732940674)]"
5279,"[Row(beer_beerid=52862, rating=5.304640769958496), Row(beer_beerid=25702, rating=5.281252384185791)]"
5289,"[Row(beer_beerid=73262, rating=5.510302543640137), Row(beer_beerid=60009, rating=5.413990497589111)]"
5293,"[Row(beer_beerid=42941, rating=5.070672512054443), Row(beer_beerid=76115, rating=5.067312240600586)]"
5294,"[Row(beer_beerid=42941, rating=4.7923383712768555), Row(beer_beerid=76115, rating=4.766061782836914)]"
5295,"[Row(beer_beerid=65602, rating=4.617725849151611), Row(beer_beerid=76115, rating=4.507734298706055)]"
5296,"[Row(beer_beerid=52862, rating=5.528147220611572), Row(beer_beerid=48553, rating=5.3922271728515625)]"
5297,"[Row(beer_beerid=52862, rating=5.377533435821533), Row(beer_beerid=67231, rating=5.252925872802734)]"
5299,"[Row(beer_beerid=35361, rating=5.601474761962891), Row(beer_beerid=51494, rating=5.31468391418457)]"
5301,"[Row(beer_beerid=52862, rating=5.571783065795898), Row(beer_beerid=51494, rating=5.165821552276611)]"
5310,"[Row(beer_beerid=52862, rating=5.136390209197998), Row(beer_beerid=25702, rating=5.002253532409668)]"
5314,"[Row(beer_beerid=35361, rating=5.015614032745361), Row(beer_beerid=42941, rating=4.977032661437988)]"
5318,"[Row(beer_beerid=52862, rating=5.360383987426758), Row(beer_beerid=46517, rating=4.947671413421631)]"
5326,"[Row(beer_beerid=65602, rating=4.717597484588623), Row(beer_beerid=42941, rating=4.716080665588379)]"
5332,"[Row(beer_beerid=71070, rating=4.953268527984619), Row(beer_beerid=42784, rating=4.62410831451416)]"
5340,"[Row(beer_beerid=51494, rating=5.120198726654053), Row(beer_beerid=64744, rating=5.014181137084961)]"
5349,"[Row(beer_beerid=38884, rating=5.821660041809082), Row(beer_beerid=44671, rating=5.633397102355957)]"
5351,"[Row(beer_beerid=45680, rating=5.330718994140625), Row(beer_beerid=58479, rating=5.2926506996154785)]"
5358,"[Row(beer_beerid=51494, rating=5.103591442108154), Row(beer_beerid=35361, rating=5.070070743560791)]"
5364,"[Row(beer_beerid=52862, rating=5.01839017868042), Row(beer_beerid=67231, rating=4.955692291259766)]"
5371,"[Row(beer_beerid=42941, rating=5.724904537200928), Row(beer_beerid=51494, rating=5.705658912658691)]"
5377,"[Row(beer_beerid=52862, rating=5.251503944396973), Row(beer_beerid=76115, rating=5.188510417938232)]"
5379,"[Row(beer_beerid=58479, rating=4.910003185272217), Row(beer_beerid=57390, rating=4.910003185272217)]"
5380,"[Row(beer_beerid=52862, rating=5.293166637420654), Row(beer_beerid=58479, rating=5.0696187019348145)]"
5384,"[Row(beer_beerid=42941, rating=4.995038986206055), Row(beer_beerid=51494, rating=4.969054698944092)]"
5389,"[Row(beer_beerid=73262, rating=4.892490386962891), Row(beer_beerid=20507, rating=4.871157646179199)]"
5391,"[Row(beer_beerid=52862, rating=5.345227241516113), Row(beer_beerid=67231, rating=4.794956684112549)]"
5394,"[Row(beer_beerid=52862, rating=5.071354389190674), Row(beer_beerid=58479, rating=5.001863479614258)]"
5395,"[Row(beer_beerid=65602, rating=5.1596879959106445), Row(beer_beerid=52862, rating=5.0957932472229)]"
5399,"[Row(beer_beerid=51494, rating=5.154747486114502), Row(beer_beerid=45680, rating=5.100962162017822)]"
5403,"[Row(beer_beerid=52862, rating=5.584184646606445), Row(beer_beerid=58479, rating=5.395251750946045)]"
5406,"[Row(beer_beerid=66415, rating=5.4892754554748535), Row(beer_beerid=65602, rating=5.454837799072266)]"
5413,"[Row(beer_beerid=51494, rating=5.246406555175781), Row(beer_beerid=45680, rating=5.169524192810059)]"
5414,"[Row(beer_beerid=51494, rating=5.129331588745117), Row(beer_beerid=42941, rating=5.095620155334473)]"
5419,"[Row(beer_beerid=52862, rating=5.197347164154053), Row(beer_beerid=66841, rating=5.062331199645996)]"
5429,"[Row(beer_beerid=51494, rating=5.0576887130737305), Row(beer_beerid=35361, rating=4.87679386138916)]"
5430,"[Row(beer_beerid=1270, rating=5.383374214172363), Row(beer_beerid=65602, rating=5.3519368171691895)]"
5431,"[Row(beer_beerid=42941, rating=4.960994243621826), Row(beer_beerid=52862, rating=4.947228908538818)]"
5435,"[Row(beer_beerid=58844, rating=5.1892266273498535), Row(beer_beerid=74086, rating=5.170968055725098)]"
5436,"[Row(beer_beerid=51494, rating=4.669188976287842), Row(beer_beerid=42941, rating=4.646427154541016)]"
5438,"[Row(beer_beerid=42941, rating=5.043412685394287), Row(beer_beerid=58479, rating=5.022979259490967)]"
5439,"[Row(beer_beerid=51494, rating=5.129179954528809), Row(beer_beerid=25702, rating=5.021689414978027)]"
5441,"[Row(beer_beerid=51494, rating=5.11069393157959), Row(beer_beerid=42941, rating=5.027535438537598)]"
5454,"[Row(beer_beerid=35361, rating=5.428306579589844), Row(beer_beerid=51124, rating=5.329955101013184)]"
5455,"[Row(beer_beerid=1819, rating=5.060451984405518), Row(beer_beerid=52862, rating=4.917579650878906)]"
5456,"[Row(beer_beerid=51494, rating=5.117748737335205), Row(beer_beerid=64744, rating=5.087255477905273)]"
5458,"[Row(beer_beerid=51494, rating=5.362661361694336), Row(beer_beerid=42941, rating=5.304603576660156)]"
5459,"[Row(beer_beerid=51494, rating=5.644833087921143), Row(beer_beerid=52862, rating=5.594630718231201)]"
5464,"[Row(beer_beerid=35361, rating=5.16818904876709), Row(beer_beerid=51494, rating=5.025263786315918)]"
5477,"[Row(beer_beerid=51494, rating=5.470302581787109), Row(beer_beerid=1270, rating=5.381697177886963)]"
5483,"[Row(beer_beerid=52674, rating=5.37509822845459), Row(beer_beerid=66599, rating=5.373361110687256)]"
5484,"[Row(beer_beerid=51494, rating=5.021990776062012), Row(beer_beerid=42941, rating=5.004925727844238)]"
5486,"[Row(beer_beerid=20507, rating=4.822495460510254), Row(beer_beerid=32247, rating=4.73397970199585)]"
5487,"[Row(beer_beerid=51494, rating=5.096714496612549), Row(beer_beerid=35361, rating=4.989400386810303)]"
5491,"[Row(beer_beerid=45680, rating=5.308954238891602), Row(beer_beerid=48849, rating=5.282009601593018)]"
5493,"[Row(beer_beerid=52862, rating=5.231404781341553), Row(beer_beerid=42941, rating=5.1098504066467285)]"
5502,"[Row(beer_beerid=52862, rating=5.629878044128418), Row(beer_beerid=45680, rating=5.172262191772461)]"
5508,"[Row(beer_beerid=52862, rating=5.3544087409973145), Row(beer_beerid=51494, rating=5.251161098480225)]"
5512,"[Row(beer_beerid=73262, rating=5.4583001136779785), Row(beer_beerid=66841, rating=5.441857814788818)]"
5514,"[Row(beer_beerid=20507, rating=5.409146785736084), Row(beer_beerid=73262, rating=5.0107035636901855)]"
5517,"[Row(beer_beerid=51494, rating=5.1315016746521), Row(beer_beerid=35361, rating=5.108621120452881)]"
5519,"[Row(beer_beerid=52862, rating=5.0525312423706055), Row(beer_beerid=67231, rating=4.939024925231934)]"
5525,"[Row(beer_beerid=51494, rating=5.060912132263184), Row(beer_beerid=42941, rating=4.994009017944336)]"
5528,"[Row(beer_beerid=51494, rating=5.082498073577881), Row(beer_beerid=45400, rating=4.971491813659668)]"
5530,"[Row(beer_beerid=65602, rating=5.587256908416748), Row(beer_beerid=66415, rating=5.5251264572143555)]"
5533,"[Row(beer_beerid=42941, rating=4.969415664672852), Row(beer_beerid=57334, rating=4.88177490234375)]"
5534,"[Row(beer_beerid=1270, rating=5.6277174949646), Row(beer_beerid=65602, rating=5.414712905883789)]"
5535,"[Row(beer_beerid=58479, rating=4.657810688018799), Row(beer_beerid=57390, rating=4.657810688018799)]"
5537,"[Row(beer_beerid=35361, rating=5.31004524230957), Row(beer_beerid=51494, rating=5.279449462890625)]"
5544,"[Row(beer_beerid=52862, rating=5.1182661056518555), Row(beer_beerid=51494, rating=5.106118679046631)]"
5550,"[Row(beer_beerid=42941, rating=5.468925952911377), Row(beer_beerid=35361, rating=5.453372001647949)]"
5565,"[Row(beer_beerid=35361, rating=5.161006927490234), Row(beer_beerid=51494, rating=5.013037204742432)]"
5566,"[Row(beer_beerid=51494, rating=5.67059850692749), Row(beer_beerid=54147, rating=5.636137962341309)]"
5567,"[Row(beer_beerid=51494, rating=5.56826114654541), Row(beer_beerid=1270, rating=5.309897422790527)]"
5569,"[Row(beer_beerid=51494, rating=5.173670291900635), Row(beer_beerid=35361, rating=5.025242805480957)]"
5570,"[Row(beer_beerid=51494, rating=4.843387126922607), Row(beer_beerid=35361, rating=4.817943096160889)]"
5581,"[Row(beer_beerid=65602, rating=5.276268005371094), Row(beer_beerid=52862, rating=5.213219165802002)]"
5582,"[Row(beer_beerid=65602, rating=5.286363124847412), Row(beer_beerid=51494, rating=5.252974987030029)]"
5583,"[Row(beer_beerid=42941, rating=4.626915454864502), Row(beer_beerid=76115, rating=4.611880779266357)]"
5584,"[Row(beer_beerid=52862, rating=5.020603179931641), Row(beer_beerid=73262, rating=4.824753284454346)]"
5587,"[Row(beer_beerid=52862, rating=5.2154951095581055), Row(beer_beerid=45680, rating=5.008990287780762)]"
5604,"[Row(beer_beerid=52862, rating=5.859621047973633), Row(beer_beerid=73262, rating=5.5455002784729)]"
5607,"[Row(beer_beerid=52862, rating=5.710017681121826), Row(beer_beerid=73262, rating=5.26461935043335)]"
5616,"[Row(beer_beerid=35361, rating=4.892354965209961), Row(beer_beerid=25702, rating=4.837339401245117)]"
5617,"[Row(beer_beerid=76115, rating=5.22113561630249), Row(beer_beerid=53731, rating=5.22113561630249)]"
5622,"[Row(beer_beerid=35361, rating=5.48566198348999), Row(beer_beerid=42941, rating=5.4506731033325195)]"
5623,"[Row(beer_beerid=73262, rating=5.351376056671143), Row(beer_beerid=52862, rating=5.342222690582275)]"
5634,"[Row(beer_beerid=51494, rating=5.386667251586914), Row(beer_beerid=52862, rating=5.381321430206299)]"
5636,"[Row(beer_beerid=20507, rating=5.292407512664795), Row(beer_beerid=74939, rating=5.081238269805908)]"
5643,"[Row(beer_beerid=52862, rating=5.953946590423584), Row(beer_beerid=65602, rating=5.646071434020996)]"
5644,"[Row(beer_beerid=51494, rating=5.218726634979248), Row(beer_beerid=35361, rating=5.1622772216796875)]"
5646,"[Row(beer_beerid=42941, rating=4.988724708557129), Row(beer_beerid=45680, rating=4.985471725463867)]"
5648,"[Row(beer_beerid=52862, rating=5.119711399078369), Row(beer_beerid=58479, rating=5.1095709800720215)]"
5650,"[Row(beer_beerid=51494, rating=4.925038814544678), Row(beer_beerid=42941, rating=4.895407676696777)]"
5654,"[Row(beer_beerid=42941, rating=5.075544357299805), Row(beer_beerid=58479, rating=5.042647361755371)]"
5665,"[Row(beer_beerid=73262, rating=4.99116849899292), Row(beer_beerid=21646, rating=4.974095821380615)]"
5666,"[Row(beer_beerid=65602, rating=5.240372180938721), Row(beer_beerid=58479, rating=5.233057975769043)]"
5671,"[Row(beer_beerid=52862, rating=5.502346992492676), Row(beer_beerid=73262, rating=5.275792598724365)]"
5673,"[Row(beer_beerid=51494, rating=5.17880916595459), Row(beer_beerid=35361, rating=5.155056953430176)]"
5674,"[Row(beer_beerid=1270, rating=4.8795976638793945), Row(beer_beerid=65602, rating=4.849424362182617)]"
5681,"[Row(beer_beerid=52862, rating=5.533874988555908), Row(beer_beerid=69291, rating=5.413171768188477)]"
5684,"[Row(beer_beerid=45680, rating=5.217507839202881), Row(beer_beerid=54147, rating=5.202625274658203)]"
5685,"[Row(beer_beerid=52862, rating=5.421360015869141), Row(beer_beerid=35361, rating=5.37864351272583)]"
5687,"[Row(beer_beerid=52862, rating=5.181318759918213), Row(beer_beerid=73262, rating=5.142587661743164)]"
5690,"[Row(beer_beerid=51494, rating=5.065789699554443), Row(beer_beerid=64744, rating=4.854703903198242)]"
5698,"[Row(beer_beerid=52862, rating=5.009800434112549), Row(beer_beerid=51494, rating=4.9868035316467285)]"
5700,"[Row(beer_beerid=51494, rating=5.210755825042725), Row(beer_beerid=64744, rating=5.159603118896484)]"
5703,"[Row(beer_beerid=35361, rating=5.333451271057129), Row(beer_beerid=51494, rating=5.305944442749023)]"
5706,"[Row(beer_beerid=1270, rating=5.061882019042969), Row(beer_beerid=35361, rating=4.882232189178467)]"
5707,"[Row(beer_beerid=42941, rating=5.133640766143799), Row(beer_beerid=35361, rating=5.132723808288574)]"
5712,"[Row(beer_beerid=52862, rating=5.324507236480713), Row(beer_beerid=51494, rating=5.2456159591674805)]"
5719,"[Row(beer_beerid=51494, rating=5.143334865570068), Row(beer_beerid=35361, rating=5.081912040710449)]"
5721,"[Row(beer_beerid=55192, rating=5.069343566894531), Row(beer_beerid=73262, rating=5.033934116363525)]"
5726,"[Row(beer_beerid=52862, rating=5.276200294494629), Row(beer_beerid=51494, rating=5.178553581237793)]"
5729,"[Row(beer_beerid=1270, rating=6.0212082862854), Row(beer_beerid=62029, rating=5.5276618003845215)]"
5732,"[Row(beer_beerid=51494, rating=5.151094913482666), Row(beer_beerid=42941, rating=5.023181915283203)]"
5734,"[Row(beer_beerid=58479, rating=5.109745502471924), Row(beer_beerid=57390, rating=5.109745502471924)]"
5739,"[Row(beer_beerid=65602, rating=4.8753180503845215), Row(beer_beerid=51494, rating=4.8084635734558105)]"
5745,"[Row(beer_beerid=35361, rating=5.136476993560791), Row(beer_beerid=42941, rating=5.08342170715332)]"
5746,"[Row(beer_beerid=64744, rating=5.028202056884766), Row(beer_beerid=51494, rating=4.966109752655029)]"
5747,"[Row(beer_beerid=52862, rating=4.9397406578063965), Row(beer_beerid=67231, rating=4.926703453063965)]"
5753,"[Row(beer_beerid=51494, rating=4.810580253601074), Row(beer_beerid=42941, rating=4.807139873504639)]"
5754,"[Row(beer_beerid=51494, rating=5.042008399963379), Row(beer_beerid=42941, rating=4.953996658325195)]"
5766,"[Row(beer_beerid=52862, rating=5.076321125030518), Row(beer_beerid=58479, rating=4.859797477722168)]"
5773,"[Row(beer_beerid=52862, rating=5.233715534210205), Row(beer_beerid=51494, rating=5.174870014190674)]"
5782,"[Row(beer_beerid=51494, rating=4.781661033630371), Row(beer_beerid=35361, rating=4.70951509475708)]"
5783,"[Row(beer_beerid=35361, rating=5.465920448303223), Row(beer_beerid=42941, rating=5.275402545928955)]"
5793,"[Row(beer_beerid=51494, rating=4.614811420440674), Row(beer_beerid=42941, rating=4.574462413787842)]"
5802,"[Row(beer_beerid=52862, rating=5.074653625488281), Row(beer_beerid=58479, rating=4.912150859832764)]"
5804,"[Row(beer_beerid=52862, rating=5.26065731048584), Row(beer_beerid=51494, rating=5.174602031707764)]"
5805,"[Row(beer_beerid=65602, rating=5.667304992675781), Row(beer_beerid=66415, rating=5.4899725914001465)]"
5806,"[Row(beer_beerid=45680, rating=5.046629905700684), Row(beer_beerid=42941, rating=5.0422749519348145)]"
